"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";10;100490;40;1;7;4.5;2016-05-25 00:00:00;40
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";10.9;100550;40;0;5;3;2016-05-24 21:00:00;NA
0;"État du ciel inchangé dans l’ensemble";13.3;100580;70;2;6;3.1;2016-05-24 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.2;100670;60;2;6;5.1;2016-05-24 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.7;100820;10;2;8;3.1;2016-05-24 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";11.3;100930;60;2;8;3.6;2016-05-24 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";10.4;100940;20;2;8;4.1;2016-05-24 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";7.5;100950;330;2;5;1.5;2016-05-24 03:00:00;75
0;"État du ciel inchangé dans l’ensemble";10.7;100970;300;2;6;2.1;2016-05-24 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";13;101000;350;2;1;3.6;2016-05-23 21:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";14.4;100880;340;0;3;4.9;2016-05-23 18:00:00;100
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.7;100810;310;1;3;3.2;2016-05-23 15:00:00;90
2.2;"Pluie, sans congélation, intermittente, faible au moment de l’observation";12.4;100730;300;60;3;5.4;2016-05-23 12:00:00;100
6;"Pluie, sans congélation, continue, faible au moment de l’observation";11.3;100580;300;61;1;3.6;2016-05-23 09:00:00;100
5.4;"Pluie, sans congélation, continue, modérée au moment de l’observation";10.7;100330;290;63;3;5;2016-05-23 06:00:00;100
1;"Pluie, sans congélation, continue, faible au moment de l’observation";10.5;100230;270;61;3;2.1;2016-05-23 03:00:00;100
1;"Pluie, sans congélation, continue, faible au moment de l’observation";11;100170;310;61;3;4.1;2016-05-23 00:00:00;100
0.6;"État du ciel inchangé dans l’ensemble";12;100080;220;2;1;2.2;2016-05-22 21:00:00;100
1;"Pluie (ne se congelant pas)";13.3;99970;210;21;2;3.1;2016-05-22 18:00:00;100
10.2;"Pluie, sans congélation, continue, faible au moment de l’observation";13.3;99760;290;61;3;4.6;2016-05-22 15:00:00;100
4;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15;99700;210;60;6;1;2016-05-22 12:00:00;100
3.4;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.5;99740;270;60;8;3;2016-05-22 09:00:00;100
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.1;99760;190;60;3;2.8;2016-05-22 06:00:00;100
6;"Pluie, sans congélation, continue, faible au moment de l’observation";14.8;99680;210;61;8;2.1;2016-05-22 03:00:00;90
5;"Orage faible ou modéré, sans grêle*, mais avec pluie ou neige ou pluie et neige mêlées au moment de l’observation";15.7;99900;260;95;3;6.7;2016-05-22 00:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19;99830;20;0;7;1;2016-05-21 21:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";22.2;99990;180;0;5;2.6;2016-05-21 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";23.7;100090;170;2;8;5.7;2016-05-21 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";23;100310;170;2;8;5.1;2016-05-21 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.6;100460;200;2;8;4.1;2016-05-21 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.8;100530;180;2;6;3.1;2016-05-21 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.2;100590;190;2;6;2.6;2016-05-21 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.1;100690;170;2;8;2.1;2016-05-21 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16;100810;190;1;3;2.7;2016-05-20 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;100750;200;1;6;4.5;2016-05-20 18:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.3;100800;230;0;8;4.9;2016-05-20 15:00:00;NA
0.4;"Averse(s) de pluie";16.9;100890;220;25;8;3.6;2016-05-20 12:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.5;100910;230;1;3;4.1;2016-05-20 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.2;100870;210;2;3;4.1;2016-05-20 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";11.5;100810;190;2;6;2.6;2016-05-20 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";11.5;100860;210;2;3;2.1;2016-05-20 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.90000000000003;100840;170;2;1;1.5;2016-05-19 21:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.1;100700;300;1;3;3.6;2016-05-19 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.2;100580;320;2;3;4.6;2016-05-19 15:00:00;100
0.8;"Pluie (ne se congelant pas)";13.6;100440;300;21;1;6.2;2016-05-19 12:00:00;100
0;"Pluie, sans congélation, continue, faible au moment de l’observation";11.1;100210;300;61;3;4.6;2016-05-19 09:00:00;100
0.2;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";9.90000000000003;99960;270;0;3;5.3;2016-05-19 06:00:00;100
1;"Nuages en formation ou en train de se développer";9.5;99740;250;3;2;5.7;2016-05-19 03:00:00;90
1.6;"Pluie, sans congélation, intermittente, faible au moment de l’observation";9.20000000000005;99690;230;60;8;3.3;2016-05-19 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";10.6;99700;220;1;3;2.7;2016-05-18 21:00:00;60
4.5;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.1;99610;250;1;5;3;2016-05-18 18:00:00;90
0.6;"Pluie, sans congélation, continue, faible au moment de l’observation";13.5;99660;210;61;8;4.4;2016-05-18 15:00:00;100
0;"Nuages en formation ou en train de se développer";15.5;99810;210;3;8;7.9;2016-05-18 12:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.7;99980;230;1;8;6.1;2016-05-18 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.7;100130;220;2;6;3.6;2016-05-18 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";13;100180;220;2;8;1.8;2016-05-18 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.8;100410;190;2;7;1;2016-05-18 00:00:00;90
0;"Nuages en formation ou en train de se développer";15.1;100580;190;3;6;1.7;2016-05-17 21:00:00;90
0;"Nuages en formation ou en train de se développer";16.2;100630;250;3;7;2.6;2016-05-17 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.3;100720;280;2;6;3.6;2016-05-17 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.3;100860;270;2;7;1.5;2016-05-17 12:00:00;60
0;"État du ciel inchangé dans l’ensemble";15.3;100960;230;2;0;1.5;2016-05-17 09:00:00;60
0;"État du ciel inchangé dans l’ensemble";8.70000000000005;100960;270;2;5;1.5;2016-05-17 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;100970;260;2;8;2.6;2016-05-17 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";6.90000000000003;101050;300;2;8;3.1;2016-05-17 00:00:00;0
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13;101080;330;0;3;2.5;2016-05-16 21:00:00;NA
0;"État du ciel inchangé dans l’ensemble";15;100980;280;2;6;3.6;2016-05-16 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";15.9;101020;310;2;7;2.7;2016-05-16 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.7;101090;300;2;8;4.1;2016-05-16 12:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.1;101150;280;1;8;2.4;2016-05-16 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";8.60000000000002;101160;250;1;6;2.4;2016-05-16 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";5.70000000000005;101170;260;2;8;2.1;2016-05-16 03:00:00;50
0;"État du ciel inchangé dans l’ensemble";8.40000000000003;101230;270;2;0;2.6;2016-05-16 00:00:00;40
0;"État du ciel inchangé dans l’ensemble";11;101230;250;2;3;2;2016-05-15 21:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.8;101170;290;1;6;3.7;2016-05-15 18:00:00;50
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";15.4;101270;280;0;8;2.5;2016-05-15 15:00:00;90
-0.1;"Nuages en formation ou en train de se développer";13.1;101360;350;3;0;3.2;2016-05-15 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.60000000000002;101310;290;2;3;2.6;2016-05-15 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";2.5;101240;280;2;3;2.1;2016-05-15 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";6.20000000000005;101200;20;2;1;2.1;2016-05-15 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";9.5;101060;20;2;3;4.1;2016-05-14 21:00:00;60
0;"État du ciel inchangé dans l’ensemble";11.7;100830;20;2;3;4.6;2016-05-14 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";14;100700;360;2;1;6.2;2016-05-14 15:00:00;50
0;"État du ciel inchangé dans l’ensemble";11.7;100630;10;2;1;5.1;2016-05-14 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";11;100490;10;2;1;5.1;2016-05-14 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.60000000000002;100300;10;2;2;5.7;2016-05-14 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.5;100140;10;2;3;6.7;2016-05-14 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";10.7;99990;10;2;1;6.2;2016-05-14 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";14.9;99810;10;2;3;5.1;2016-05-13 21:00:00;25
0.4;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;99530;310;1;1;2.2;2016-05-13 18:00:00;90
0.2;"Orage (avec ou sans précipitations)";21.6;99340;320;29;8;3.4;2016-05-13 15:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.1;99390;330;1;0;2.8;2016-05-13 12:00:00;25
0;"Brume";16.9;99330;310;10;3;2.9;2016-05-13 09:00:00;100
-0.1;"Pluie (ne se congelant pas)";14.3;99200;320;21;3;2.2;2016-05-13 06:00:00;100
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";14.2;99100;310;60;3;1.6;2016-05-13 03:00:00;100
0;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15;99070;300;60;1;1.5;2016-05-13 00:00:00;90
5.7;"Brume";15.4;99050;310;10;3;1.1;2016-05-12 21:00:00;100
4.3;"Nuages en formation ou en train de se développer";16;98940;210;3;1;2.8;2016-05-12 18:00:00;90
1.8;"Averse(s) de pluie, faible(s)";15.8;98900;360;80;5;2.3;2016-05-12 15:00:00;90
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.3;98900;180;1;0;1.5;2016-05-12 12:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.9;98900;210;1;0;1.1;2016-05-12 09:00:00;90
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14;98900;10;1;3;1.7;2016-05-12 06:00:00;100
0;"Nuages en formation ou en train de se développer";13.2;98880;230;3;6;0.9;2016-05-12 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.2;98950;100;2;6;1;2016-05-12 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";14.9;99030;70;2;5;2.6;2016-05-11 21:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16;99040;90;1;5;2.1;2016-05-11 18:00:00;90
3;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.8;99150;110;60;7;2.1;2016-05-11 15:00:00;100
0.6;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.1;99260;200;60;5;2.1;2016-05-11 12:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";14.8;99320;30;0;8;1;2016-05-11 09:00:00;90
0.2;"Brouillard ou brouillard glacé, ciel invisible, sans changement appréciable au cours de l’heure précédente";12.6;99340;60;45;8;1;2016-05-11 06:00:00;101
0;"Brouillard ou brouillard glacé, ciel invisible, sans changement appréciable au cours de l’heure précédente";12.8;99370;90;45;8;0.8;2016-05-11 03:00:00;101
0;"Brouillard ou brouillard glacé, ciel invisible, a débuté ou est devenu plus épais au cours del'heure précédente";13.8;99480;90;47;6;1;2016-05-11 00:00:00;101
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.2;99540;100;1;0;0.5;2016-05-10 21:00:00;90
1.6;"Pluie, sans congélation, continue, faible au moment de l’observation";15.7;99490;160;61;0;1.2;2016-05-10 18:00:00;100
3;"Pluie, sans congélation, continue, faible au moment de l’observation";16.4;99490;210;61;6;2.6;2016-05-10 15:00:00;100
0.2;"Pluie, sans congélation, intermittente, faible au moment de l’observation";17;99520;170;60;8;2.1;2016-05-10 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.9;99580;170;2;2;3.1;2016-05-10 09:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.7;99530;120;1;5;2.1;2016-05-10 06:00:00;100
1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";14.3;99570;140;60;6;2.8;2016-05-10 03:00:00;100
1;"Pluie, sans congélation, continue, faible au moment de l’observation";14.9;99740;150;61;6;3.1;2016-05-10 00:00:00;100
1.8;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.2;99830;120;60;0;3.2;2016-05-09 21:00:00;100
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";17.9;99780;130;60;3;3.2;2016-05-09 18:00:00;100
0;"Nuages en formation ou en train de se développer";19.2;99760;140;3;8;3.4;2016-05-09 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";20.2;99770;160;2;1;3.6;2016-05-09 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19;99700;130;2;1;4.6;2016-05-09 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.4;99670;120;1;4;4.6;2016-05-09 06:00:00;90
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.8;99680;140;60;8;4;2016-05-09 03:00:00;90
0;"Pluie (ne se congelant pas)";18.5;99730;160;21;1;5.1;2016-05-09 00:00:00;90
0;"Nuages en formation ou en train de se développer";19.9;99630;160;3;3;3.3;2016-05-08 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.7;99500;100;2;6;4.6;2016-05-08 18:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";24.5;99550;120;0;7;6.4;2016-05-08 15:00:00;NA
0;"État du ciel inchangé dans l’ensemble";23.9;99670;120;2;7;4.8;2016-05-08 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";20.9;99770;170;2;7;5.4;2016-05-08 09:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.8;99790;150;1;3;0.9;2016-05-08 06:00:00;40
0;"Nuages en formation ou en train de se développer";13.1;99680;120;3;5;1.2;2016-05-08 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";14.1;99690;40;2;0;1.5;2016-05-08 00:00:00;10
0;"État du ciel inchangé dans l’ensemble";16.9;99680;90;2;0;2.5;2016-05-07 21:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.3;99630;150;1;6;4.7;2016-05-07 18:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.6;99670;160;1;8;5;2016-05-07 15:00:00;40
0;"Nuages en formation ou en train de se développer";20.6;99780;170;3;6;5;2016-05-07 12:00:00;90
0;"Nuages en formation ou en train de se développer";17.6;99830;180;3;3;3.7;2016-05-07 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.9;99810;160;1;5;1.2;2016-05-07 06:00:00;75
0;"Nuages en formation ou en train de se développer";13.2;99810;170;3;6;0.8;2016-05-07 03:00:00;75
0;"État du ciel inchangé dans l’ensemble";13.3;99860;0;2;6;0;2016-05-07 00:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.5;99880;200;1;3;1.7;2016-05-06 21:00:00;60
0;"État du ciel inchangé dans l’ensemble";21.9;99820;170;2;6;3.3;2016-05-06 18:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24.4;99860;140;1;6;5.1;2016-05-06 15:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.4;100030;190;1;8;4.2;2016-05-06 12:00:00;60
0;"État du ciel inchangé dans l’ensemble";18.1;100160;170;2;8;2.6;2016-05-06 09:00:00;75
0;"État du ciel inchangé dans l’ensemble";10.3;100190;150;2;3;1.1;2016-05-06 06:00:00;75
0;"Nuages en formation ou en train de se développer";8.60000000000002;100160;90;3;6;2.1;2016-05-06 03:00:00;75
0;"État du ciel inchangé dans l’ensemble";11.8;100310;90;2;6;2.1;2016-05-06 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.3;100400;80;1;6;3.4;2016-05-05 21:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.2;100470;100;1;7;4.1;2016-05-05 18:00:00;90
0;"Nuages en formation ou en train de se développer";19.4;100590;100;3;8;6;2016-05-05 15:00:00;75
0;"État du ciel inchangé dans l’ensemble";18.4;100790;90;2;6;6.8;2016-05-05 12:00:00;25
0;"État du ciel inchangé dans l’ensemble";15.1;100990;110;2;8;3.8;2016-05-05 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";8.90000000000003;101040;90;2;6;4.7;2016-05-05 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";8.10000000000002;101140;90;2;6;3.2;2016-05-05 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";9.80000000000001;101260;90;2;7;3.1;2016-05-05 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";11.9;101340;80;1;3;2;2016-05-04 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.2;101330;110;1;6;4.4;2016-05-04 18:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.4;101460;70;1;8;4.6;2016-05-04 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";16.7;101630;80;2;8;4.2;2016-05-04 12:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.7;101720;140;1;8;3.4;2016-05-04 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";8.40000000000003;101770;30;2;3;1.7;2016-05-04 06:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";5.10000000000002;101750;30;1;6;1.1;2016-05-04 03:00:00;25
0;"État du ciel inchangé dans l’ensemble";7.30000000000001;101800;20;2;1;2.1;2016-05-04 00:00:00;50
0;"État du ciel inchangé dans l’ensemble";9.90000000000003;101750;350;2;2;2;2016-05-03 21:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.8;101610;330;1;3;3.5;2016-05-03 18:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16.3;101590;340;0;5;4.1;2016-05-03 15:00:00;NA
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";14.2;101590;340;0;0;4.3;2016-05-03 12:00:00;NA
